source_id,url,fetched_at,http_status,content_type,content_length,content_sha256,etag,last_modified,outcome,raw_ref,reason,warnings
who.gho.hiv-0000000020,https://ghoapi.azureedge.net/api/HIV_0000000020?$top=1000,2026-09-07T16:03:13Z,200,application/json,583907,dea83826290164fe92abeea81c8f7c2f82673ede645d39e9a88a49fcb6c890f9,,,first_capture,raw/who.gho.hiv-0000000020/2026/09/20260907T160313Z-dea838262901.json.gz,,
who.gho.hiv-0000000020,https://ghoapi.azureedge.net/api/HIV_0000000020?$top=1000&$skip=1000,2026-09-07T16:03:17Z,200,application/json,291069,774541ab2e8e6c319de6b027b55e9d045418152a0348345c8657a725bbd04aca,,,first_capture,raw/who.gho.hiv-0000000020/2026/09/20260907T160317Z-774541ab2e8e.json.gz,,
