series_id,entity_id,observed_at,captured_at,metric,value,unit,source_id,raw_ref,parser_version
who.gho.childmort5to14,CHILDMORT5TO14:AFG:SEX_BTSX:AGEGROUP_YEARS05-14,2022-01-01,2026-09-07T15:50:37Z,high,13.616993937,,who.gho.childmort5to14,raw/who.gho.childmort5to14/2026/09/20260907T155037Z-c9054f2cb62c.json.gz,2
who.gho.childmort5to14,CHILDMORT5TO14:AFG:SEX_BTSX:AGEGROUP_YEARS05-14,2022-01-01,2026-09-07T15:50:37Z,low,5.558119342,,who.gho.childmort5to14,raw/who.gho.childmort5to14/2026/09/20260907T155037Z-c9054f2cb62c.json.gz,2
who.gho.childmort5to14,CHILDMORT5TO14:AFG:SEX_BTSX:AGEGROUP_YEARS05-14,2022-01-01,2026-09-07T15:50:37Z,restated_at,2026-08-05,,who.gho.childmort5to14,raw/who.gho.childmort5to14/2026/09/20260907T155037Z-c9054f2cb62c.json.gz,2
who.gho.childmort5to14,CHILDMORT5TO14:AFG:SEX_BTSX:AGEGROUP_YEARS05-14,2022-01-01,2026-09-07T15:50:37Z,value,8.878926524,,who.gho.childmort5to14,raw/who.gho.childmort5to14/2026/09/20260907T155037Z-c9054f2cb62c.json.gz,2
who.gho.childmort5to14,CHILDMORT5TO14:AFG:SEX_FMLE:AGEGROUP_YEARS05-14,2022-01-01,2026-09-07T15:26:00Z,high,12.158201167,,who.gho.childmort5to14,raw/who.gho.childmort5to14/2026/09/20260907T152600Z-6f862eebd305.json.gz,2
who.gho.childmort5to14,CHILDMORT5TO14:AFG:SEX_FMLE:AGEGROUP_YEARS05-14,2022-01-01,2026-09-07T15:26:00Z,low,4.920428667,,who.gho.childmort5to14,raw/who.gho.childmort5to14/2026/09/20260907T152600Z-6f862eebd305.json.gz,2
who.gho.childmort5to14,CHILDMORT5TO14:AFG:SEX_FMLE:AGEGROUP_YEARS05-14,2022-01-01,2026-09-07T15:26:00Z,restated_at,2026-08-05,,who.gho.childmort5to14,raw/who.gho.childmort5to14/2026/09/20260907T152600Z-6f862eebd305.json.gz,2
who.gho.childmort5to14,CHILDMORT5TO14:AFG:SEX_FMLE:AGEGROUP_YEARS05-14,2022-01-01,2026-09-07T15:26:00Z,value,7.898508411,,who.gho.childmort5to14,raw/who.gho.childmort5to14/2026/09/20260907T152600Z-6f862eebd305.json.gz,2
who.gho.childmort5to14,CHILDMORT5TO14:AFG:SEX_MLE:AGEGROUP_YEARS05-14,2022-01-01,2026-09-07T15:29:09Z,high,15.177902043,,who.gho.childmort5to14,raw/who.gho.childmort5to14/2026/09/20260907T152909Z-d9d9741ac093.json.gz,2
who.gho.childmort5to14,CHILDMORT5TO14:AFG:SEX_MLE:AGEGROUP_YEARS05-14,2022-01-01,2026-09-07T15:29:09Z,low,6.07468331,,who.gho.childmort5to14,raw/who.gho.childmort5to14/2026/09/20260907T152909Z-d9d9741ac093.json.gz,2
who.gho.childmort5to14,CHILDMORT5TO14:AFG:SEX_MLE:AGEGROUP_YEARS05-14,2022-01-01,2026-09-07T15:29:09Z,restated_at,2026-08-05,,who.gho.childmort5to14,raw/who.gho.childmort5to14/2026/09/20260907T152909Z-d9d9741ac093.json.gz,2
who.gho.childmort5to14,CHILDMORT5TO14:AFG:SEX_MLE:AGEGROUP_YEARS05-14,2022-01-01,2026-09-07T15:29:09Z,value,9.812734072,,who.gho.childmort5to14,raw/who.gho.childmort5to14/2026/09/20260907T152909Z-d9d9741ac093.json.gz,2
who.gho.childmort5to14,CHILDMORT5TO14:AFR:SEX_BTSX:AGEGROUP_YEARS05-14,2022-01-01,2026-09-07T15:44:37Z,high,18.38399601,,who.gho.childmort5to14,raw/who.gho.childmort5to14/2026/09/20260907T154437Z-ce43ab0c81b0.json.gz,2
who.gho.childmort5to14,CHILDMORT5TO14:AFR:SEX_BTSX:AGEGROUP_YEARS05-14,2022-01-01,2026-09-07T15:44:37Z,low,15.21395519,,who.gho.childmort5to14,raw/who.gho.childmort5to14/2026/09/20260907T154437Z-ce43ab0c81b0.json.gz,2
who.gho.childmort5to14,CHILDMORT5TO14:AFR:SEX_BTSX:AGEGROUP_YEARS05-14,2022-01-01,2026-09-07T15:44:37Z,restated_at,2026-08-05,,who.gho.childmort5to14,raw/who.gho.childmort5to14/2026/09/20260907T154437Z-ce43ab0c81b0.json.gz,2
who.gho.childmort5to14,CHILDMORT5TO14:AFR:SEX_BTSX:AGEGROUP_YEARS05-14,2022-01-01,2026-09-07T15:44:37Z,value,16.306284279,,who.gho.childmort5to14,raw/who.gho.childmort5to14/2026/09/20260907T154437Z-ce43ab0c81b0.json.gz,2
who.gho.childmort5to14,CHILDMORT5TO14:AFR:SEX_FMLE:AGEGROUP_YEARS05-14,2022-01-01,2026-09-07T15:49:34Z,high,17.292739629,,who.gho.childmort5to14,raw/who.gho.childmort5to14/2026/09/20260907T154934Z-8b8fb38d83c3.json.gz,2
who.gho.childmort5to14,CHILDMORT5TO14:AFR:SEX_FMLE:AGEGROUP_YEARS05-14,2022-01-01,2026-09-07T15:49:34Z,low,14.234562879,,who.gho.childmort5to14,raw/who.gho.childmort5to14/2026/09/20260907T154934Z-8b8fb38d83c3.json.gz,2
who.gho.childmort5to14,CHILDMORT5TO14:AFR:SEX_FMLE:AGEGROUP_YEARS05-14,2022-01-01,2026-09-07T15:49:34Z,restated_at,2026-08-05,,who.gho.childmort5to14,raw/who.gho.childmort5to14/2026/09/20260907T154934Z-8b8fb38d83c3.json.gz,2
who.gho.childmort5to14,CHILDMORT5TO14:AFR:SEX_FMLE:AGEGROUP_YEARS05-14,2022-01-01,2026-09-07T15:49:34Z,value,15.320547564,,who.gho.childmort5to14,raw/who.gho.childmort5to14/2026/09/20260907T154934Z-8b8fb38d83c3.json.gz,2
who.gho.childmort5to14,CHILDMORT5TO14:AFR:SEX_MLE:AGEGROUP_YEARS05-14,2022-01-01,2026-09-07T15:43:34Z,high,19.466417233,,who.gho.childmort5to14,raw/who.gho.childmort5to14/2026/09/20260907T154334Z-f519480369af.json.gz,2
who.gho.childmort5to14,CHILDMORT5TO14:AFR:SEX_MLE:AGEGROUP_YEARS05-14,2022-01-01,2026-09-07T15:43:34Z,low,16.053428533,,who.gho.childmort5to14,raw/who.gho.childmort5to14/2026/09/20260907T154334Z-f519480369af.json.gz,2
who.gho.childmort5to14,CHILDMORT5TO14:AFR:SEX_MLE:AGEGROUP_YEARS05-14,2022-01-01,2026-09-07T15:43:34Z,restated_at,2026-08-05,,who.gho.childmort5to14,raw/who.gho.childmort5to14/2026/09/20260907T154334Z-f519480369af.json.gz,2
who.gho.childmort5to14,CHILDMORT5TO14:AFR:SEX_MLE:AGEGROUP_YEARS05-14,2022-01-01,2026-09-07T15:43:34Z,value,17.265945154,,who.gho.childmort5to14,raw/who.gho.childmort5to14/2026/09/20260907T154334Z-f519480369af.json.gz,2
who.gho.childmort5to14,CHILDMORT5TO14:AGO:SEX_BTSX:AGEGROUP_YEARS05-14,2022-01-01,2026-09-07T15:45:41Z,high,15.146213911,,who.gho.childmort5to14,raw/who.gho.childmort5to14/2026/09/20260907T154541Z-93fc66b44659.json.gz,2
who.gho.childmort5to14,CHILDMORT5TO14:AGO:SEX_BTSX:AGEGROUP_YEARS05-14,2022-01-01,2026-09-07T15:45:41Z,low,9.27264336,,who.gho.childmort5to14,raw/who.gho.childmort5to14/2026/09/20260907T154541Z-93fc66b44659.json.gz,2
