indicator_code,indicator_name,last_published,days_since,status
M4_youth_recent,Most recent school-based survey among adolescents was recent (in the past 5 years),2023-11-14,1042,ok
M3_adult_periodic,Survey previous to the most recent survey among adults was within the 5 years prior,2023-11-14,1042,ok
PRISON_B3_DELIVHEALTHCARE,Agencies responsible for delivering prison healthcare,2023-01-23,1337,ok
NCD_CCS_PA_GUIDELINES,Existence of national guidelines for physical activity,2022-04-25,1610,ok
GASPTIESC,Number of isolates tested for extended-spectrum cephalosporins,2024-02-09,955,ok
TB_cc_prct_Q2,Percentage of TB-affected households facing costs >20% of household income or expenditure due to TB among Q2 income or expenditure quantile.,2024-05-06,868,ok
NCD_CCS_SALT_SVY,"Has conducted a recent, national adult risk factor survey covering salt/sodium intake",2022-04-25,1610,ok
HEPATITIS_HCV_DIAGNOSED_NUM,Chronic hepatitis C (HCV) infected persons diagnosed (number),2026-08-03,49,ok
NCDMORTPERCENT,Percentage of total deaths due to NCDs overall and percentage of total deaths due to 7 main categories (5 different NCD categories plus 2 non-NCD categories which together total al,2026-06-26,87,ok
MALARIA_TOTAL_CASES,Total number of  malaria cases (presumed + confirmed cases),2025-12-19,276,ok
TRAD_MED_CHE_PROVIDER,"Traditional, Complementary, and Integrative Medicine Current Health Expenditure by health care providers",2026-09-07,14,ok
IHRSPAR2_C11,Points of entry (PoEs) and border health,2024-05-14,860,ok
HEALTH_PROMOTING_CITIES,"Proportion of cities, municipalities and localities in regional Healthy City networks that are health-promoting",2026-08-19,33,ok
CCH_SURVEY_SURVEILLANCE_SYSTEM_EXISTS,Existence of an health surveillance system,2023-02-01,1328,ok
NCD_CCS_alteplase,General availability of alteplase for acute stroke management in the public health system,2022-04-25,1610,ok
CHILDMORT_DEATHS_10TO14,Number of deaths among children ages 10 to 14 years,2023-03-01,1300,ok
NCD_CCS_ALC_SVY,"Has conducted a recent, national adult risk factor survey covering harmful alcohol use",2022-04-25,1610,ok
Adult_nonsmoked_svy_yr,"Archived, see TOBACCO_INDICATOR",,,empty
ORALHEALTH_DENTALAMALGAMPHASEDOWN,Measures to phase down the use of dental amalgam,,,empty
SCORE_INDEX_IMPROVED_HIS,"Countries that improved health information systems, measured by the SCORE Index",,,empty
WHO_LOCATIONFACILITIES,Locations and facilities,,,empty
NCD_CCS_SatTransFat,Existence of national policies on saturated fatty acids / trans-fats,,,empty
E6a_pt_of_sale,Ban on advertising at point of sale,2023-10-31,1056,ok
HEPATITIS_HCV_TREATMENT_CUM_PERINFECTED_CRD_PER100,"Chronic hepatitis C (HCV) cumulative treatment rate as percentage of total infected, including cured  (%)",2026-08-03,49,ok
Yth_curr_e-cig,Prevalence of current e-cigarette use among adolescents (%),2023-12-11,1015,ok
HAZARD_YLL_TOTAL,"Years of life lost caused by hazards, all ages",,,empty
R_min_price_policy,Tobacco tax structure: A minimum price policy is implemented,2024-01-12,983,ok
FINPROTECTION_IMP_NP_215_LEVEL_MILLION,"Total population pushed below the $2.15 a day poverty line by household health expenditures (millions, regional, global)",2023-05-18,1222,ok
MSM_SYPHILISPREV_PERCENT,Men who have sex with men: Syphilis prevalence (percent),2025-03-20,550,ok
R_admin_duty_free_banned,Tobacco tax administration: Sales of duty (or excise) free cigarettes banned,2024-01-12,983,ok
P_compl_all_sfe,Overall compliance with regulations on smoke-free environments (score),2023-10-31,1056,ok
SA_0000001840,"Alcohol, heavy continuous drinkers, drinkers only, past year (%)",2025-05-23,486,ok
ORALHEALTH_DENTALHEALTHCARE_EXP_TOTAL,Total expenditure on dental healthcare in million (US$),2023-04-20,1250,ok
SCSUD_PHARMPROGRESS,"Substance use disorders service coverage, pharmacological treatment services progress",2024-09-03,748,ok
PRISON_D4_SUD_DIAG_TOT,In-prison active drug use diagnosis (number of diagnoses),2023-01-23,1337,ok
SCSUD_MEDACCESSPROGRESS,"Substance use disorders service coverage, access to medicine progress",2024-09-03,748,ok
FINPROTECTION_IMP_P190_LEVEL_SH,"Total population pushed further below the $1.90 a day poverty line by household health expenditures (%, regional, global)",2023-05-18,1222,ok
FOODBORNE_DALY_100k_TOTAL,"Foodborne disability-adjusted life years per 100 000, all ages",,,empty
NUT_BF_EBF_NUMTH,Exclusive breastfeeding under six months (in thousands),2026-06-09,104,ok
ORALHEALTH_DENOMINATOR_TTLPOP,Total population in thousands (oral health),2023-04-20,1250,ok
ORALHEALTH_UHC_REHABILITATION,Oral health interventions as part of health benefit packages: Rehabilitatative oral health care,2023-04-17,1253,ok
ORALHEALTH_PRODLOSS_ORALDISEASES,Total productivity losses due to 5 oral diseases in million (US$),2023-04-20,1250,ok
P_compl_p2,Compliance with smoke-free education facilities except universities law (score),2023-10-31,1056,ok
HEPATITIS_HBV_DIAGNOSIS_PERINFECTED_PER100,Chronic hepatitis B (HBV) diagnosis coverage as a percentage of infected (%),2026-08-03,49,ok
RADON_Q305,Existence of national radon map,2021-06-04,1935,ok
Adult_survey_title,"Archived, see TOBACCO_INDICATOR",,,empty
SCSUD_HWFDEV,"Substance use disorders service coverage, health workforce access to professional development and education",2024-09-03,748,ok
ORALHEALTH_AFFORDABILITY_FLUORIDETOOTHPASTE,Affordability of fluoride toothpaste,2023-04-17,1253,ok
STI_TRICHOMONIASIS_INCIDENCE_PER1000,Incident cases of trichomoniasis in individuals (per 1000),2023-07-25,1154,ok
FINPROTECTION_IMP_NP_365_LEVEL_SH,"Total population pushed below the $3.65 a day poverty line by household health expenditures (%, regional, global)",2023-05-18,1222,ok
HEPATITIS_HCV_TESTING_PWID_PERCENT,"People living with HIV who inject drugs, diagnosed with chronic hepatitis C infection (percent)",2025-03-20,550,ok
VACCINECOVERAGE_DTP1,Diphtheria tetanus toxoid and pertussis first-dose (DTP1) immunization coverage among 1-year-olds (%) (WUENIC),2026-07-14,69,ok
IHRSPAR_CAPACITY04,Food Safety (SPAR),,,empty
SA_0000001847,"Alcohol, product placement restrictions in digital media",,,empty
AIR_73,"Archived, see AP_BOD_HIST mart",,,empty
FINPROTECTION_IMP_NPRELPL_POP,"Population pushed below a relative poverty line by household health expenditures - 60% of median daily per capita consumption or income (%, national, rural, urban)",2023-05-25,1215,ok
PRISON_B11_VACPREV_MMR,In-prison vaccination for MMR,2023-01-23,1337,ok
FOODBORNE_ILL_100K_LT5,"Foodborne illnesses per 100 000, aged less than 5 years",,,empty
HAZARD_ILL_TOTAL,"Illnesses caused by hazards, all ages",,,empty
TOBACCO_MPOWER_R_PRICE,Tobacco Raise taxes: Retail price for tobacco and nicotine products,2025-12-09,286,ok
MH_26,Year the law was enacted (latest revision),2019-04-25,2706,ok
MALARIA_RDT_POS,Number of malaria positive cases by rapid diagnostic test (RDT),2025-12-19,276,ok
ASSISTIVETECH_Q05,Availability of government/registered services for assistive technology,2022-02-23,1671,ok
WSH_DOMESTIC_WASTE_SAFELY_TREATED,SDG 6.3.1 Proportion of safely treated domestic wastewater flows (%),2025-05-12,497,ok
R_Price_mp_estimate_usd,Most sold brand of cigarettes - price in US$ at official exchange rates,2022-01-12,1713,ok
SCSUD_HEALTHINFOPROGRESS,"Substance use disorders service coverage, health information system progress",2024-09-03,748,ok
FINPROTECTION_IMP_NP365_POP,"Population pushed below the $3.65 a day poverty line by household health expenditures (%, national, rural, urban)",2023-05-25,1215,ok
NTD_YAWSNUM_CONF,Number of confirmed yaws cases reported,2025-07-01,447,ok
FINPROTECTION_IMP_P190_LEVEL_MILLION,"Total population pushed further below the $1.90 a day poverty line by household health expenditures (millions, regional, global)",2023-05-18,1222,ok
FINPROTECTION_IMP_P310_LEVEL_SH,"Total population pushed further below the $3.20 a day poverty line by household health expenditures (%, regional, global)",2023-05-18,1222,ok
NUTRITION_ANE_IFA_W_90P,Percentage of women consuming at least 90 iron-containing supplements during pregnancy,,,empty
CHILDVIOL,Indicator 16.2.1: Proportion of children aged 1-17 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month,2026-02-11,222,ok
SCSUD_HWFPROGRESS,"Substance use disorders service coverage, health workforce progress",2024-09-03,748,ok
FINPROTECTION_IMP_P190_POP,"Population pushed further below the $1.90 a day poverty line by household health expenditures (%, national, rural, urban)",2023-06-20,1189,ok
FOODBORNE_YLL_GE5,"Foodborne years of life lost, aged 5 years and above",,,empty
PRISON_B9_STAFF_RATIO,Healthcare staff in prisons (FTEs per 1000 prisoners),2023-01-23,1337,ok
GASP_ISOLATESTESTED_NUMBER,Antimicrobial resistance or decreased susceptibiity (DS/R) to antimicrobials testing  in Neisseria gonorrhoea isolates (WHO-GASP) (number),2026-01-05,259,ok
TOBACCO_MPOWER_R_TAXREVENUEPREVIOUS,"Tobacco Raise taxes: Annual tax revenues from tobacco products, previous reporting period",2025-08-12,405,ok
NUT_CF_MAD,Minimum Acceptable Diet 6-23 months,2026-06-09,104,ok
FOODBORNE_YLL_TOTAL,"Foodborne years of life lost, all ages",,,empty
NCD_CCS_path_lab,General availability of pathology services (laboratories) in the public sector,2022-04-25,1610,ok
PRISON_B11_VACPREV_HEPA,In-prison vaccination for Hepatitis A,2023-01-23,1337,ok
FINPROTECTION_IMP_PG_365_STD,"Increase in poverty gap due to household health expenditures, expressed as a proportion of the $3.65 a-day poverty line (%, national, rural, urban)",2023-05-25,1215,ok
PRISON_B11_VACPREV_HPV,In-prison vaccination for HPV,2023-01-23,1337,ok
SCSUD_HWFAVAILABILITY,"Substance use disorders service coverage, availability and quantity of specialized human workforce",2024-09-03,748,ok
AMRGLASS_SURVL05,"Archived, see GLASS dashboard",,,empty
NCD_SENSORYFUNCTION_VISION_EREC,Vision and eyecare: Effective refractive error coverage (eREC) (%),2025-01-10,619,ok
STI_CHLAMYDIA_PREVALENCE_PER100,Prevalence of chlamydia in individuals (%),2023-07-25,1154,ok
NCD_CCS_PA_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of physical inactivity,2022-04-25,1610,ok
SA_0000001457_AA,"Liver cirrhosis, alcohol-attributable, age-standardized death rates, per 100,000 population",2024-08-13,769,ok
PRISON_B9_1_PHYSICIANS_RATIO,Physicians in prisons (FTEs per 1000 prisoners),2023-01-23,1337,ok
TOBACCO_MPOWER_R_TAX,Tobacco Raise taxes: National taxes for tobacco and nicotine products,2026-07-07,76,ok
E17c_csr_promo_others,Ban on entities other than tobacco companies/the tobacco industry publicizing the CSR activities of the tobacco companies/industry,2023-10-31,1056,ok
NCD_HYP_TREATMENT_C,"Hypertension treatment coverage among adults aged 30-79 with hypertension, crude (%)",2025-10-30,326,ok
PHE_HHAIR_PROP_POP_CLEAN_FUELS,Proportion of population with primary reliance on clean fuels and technologies for cooking (%),2026-05-08,136,ok
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2026-08-04,48,ok
NCD_CCS_LIS_HYDRO_COMBO,General availability of Fixed dose combination avail (lisinopril + hydrochlorothiazide) in the public health sector,2022-04-25,1610,ok
E_compl_e15,Compliance with ban on sponsorship (contributions and/or publicity of contributions) (score),2023-10-31,1056,ok
FOODBORNE_YLL_100K_LT5,"Foodborne years of life lost per 100 000, aged less than 5 years",,,empty
sevwast5,"Archived, see health inequality website",,,empty
CHILDDEATH5TO14,Number of deaths among children 5 to 14 years of age,2026-08-05,47,ok
MALARIA_IPTP3_COVERAGE,Pregnant women attending antenatal care  at least once and receiving at least 3 doses of Intermittent Preventive Treatment of Malaria for Pregnant Women (IPTp3) (%),2025-12-19,276,ok
M_Est_tob_curr_users,"Number of current of tobacco users, estimate",2026-01-15,249,ok
STI_TRICHOMONIASIS_INCIDENTCASES,Incident cases of trichomoniasis in individuals (in thousands),2023-07-25,1154,ok
E_compl_e1,Compliance with ban on advertising on national television and radio (score),2023-10-31,1056,ok
ICD11_IMPL_LVL,ICD-11 implementation progress level,2020-03-05,2391,ok
MENTAL_HEALTH_SERVICE_COVERAGE,Service coverage for people with mental health and neurological conditions,,,empty
ORALHEALTH_EDENTULISM_PREVALENCE,Prevalence of edentulism in people 20+ years (%),2023-04-17,1253,ok
NCD_CCS_OvwtPlan,Existence of operational policy/strategy/action plan to reduce overweight/obesity,2022-04-25,1610,ok
HIV_STATUSKNOWNART,Percentage of people living with HIV who know their status receiving antiretroviral therapy,2026-07-31,52,ok
R_Imp_duty,Taxes as a % of price: import duties,2024-01-12,983,ok
GLASSAMC_AWARE,Pattern of antibiotic consumption at national level (relative use by AWaRe classification),2025-09-24,362,ok
NTD_BU_CONF,Number of confirmed cases of Buruli ulcer reported,2025-10-30,326,ok
SA_0000001834,Percent of all DALYs attributable to alcohol,2024-08-13,769,ok
R_Total_tax,Taxes as a % of price: total tax,2024-02-22,942,ok
R_tax_other,Taxes as a % of price: other taxes,2024-01-12,983,ok
PRISON_B11_VACPREV_HEPB,In-prison vaccination for Hepatitis B,2023-01-23,1337,ok
NCD_CHOL_MEANNONHDL_A,"Mean Non-HDL cholesterol, age-standardized",2021-06-21,1918,ok
FOODBORNE_DALY_CASE_LT5,"Foodborne disability-adjusted life years per case, aged less than 5 years",,,empty
HWF_0025,Medical doctors (%),2026-01-23,241,ok
M_Est_smk_daily_std,Estimate of daily tobacco smoking prevalence (%) (age-standardized),,,empty
GLASSAMC_TC,Total use of antibacterials expressed as DDD per 1000 inhabitants per day,2025-09-24,362,ok
IHRSPAR2_C08,Health services provision,2024-05-14,860,ok
NCD_CCS_radio,General availability of radiotherapy in the public sector,2022-04-25,1610,ok
PHYSICALACTIVITY_ACTIVESOCIETIES,Physical activity policies for activie societies,2026-09-01,20,ok
NLIS_NU_CA_003,NLIS: Early initiation of breastfeeding within 1 hour of birth (%),,,empty
GHE_YLL_NUMERIC,to be retired,,,empty
WCO_KEYFUNCTIONS,Key functions,,,empty
WCO_HWCO_PER100,"Percentage of HWCOs/WRs, by sex",,,empty
FOODBORNE_ILL,Foodborne illnesses,2026-06-03,110,ok
TOBACCO_MPOWER_OVERVIEW,"Tobacco MPOWER overview: Monitor, Protect people, Offer help, Warn of dangers, Enforce bans, Raise taxes",2025-07-04,444,ok
NLIS_NU_CA_115,NLIS: Continued breastfeeding at 2 years in infants 20-23 months (%),,,empty
PRISON_C8_NEEDLES,In-prison needles free of charge,2023-01-23,1337,ok
NUT_CF_EFF,Egg and/or Flesh Food Consumption 6-23 months,2026-06-09,104,ok
POP_COVERED_SOCIAL_PROT_BENEFIT,Proportion of population covered by at least one social protection benefit,,,empty
TOBACCO_MPOWER_O2_MEDICATIONAVAILABILITY,Tobacco Offer help: O2 Availability of tobacco cessation medications,2025-07-05,443,ok
vmsl,"Archived, see health inequality website",,,empty
O_mCessation,Provision of a mobile cessation service,,,empty
NCD_CCS_PRICE_SUBS,Existence of price subsidies for healthy foods,2022-04-25,1610,ok
SA_0000001835,"Alcohol-related road traffic deaths, per 100,000 population",,,empty
PRISON_B13_ASSESSMENTS,In-prison regular assessments of essential medicines,2023-01-23,1337,ok
Adult_daily_cig_smoking,"Archived, see TOBACCO_INDICATOR",,,empty
NTD_LEPR13,New leprosy child case detection rate (less than 15 years of age) per 1 000 000 child population,2026-09-14,7,ok
HIV_0000000029,"HIV tests performed where results were received by a person (testing volume), reporting period",,,empty
HEPATITIS_HCV_TREATMENT_CUM_NUM,"Persons on chronic hepatitis C (HCV) treatment, cumulative (number)",2026-08-03,49,ok
GASPTIAZM,Number of isolates tested for azithromycin,2024-02-09,955,ok
TB_notif_num_newrel_clindx,Number of people diagnosed with new episode of pulmonary TB who are clinically diagnosed.,2024-05-06,868,ok
PATIENTSAFETY_COREINDICATORRESPONSE,Patient safety core indicator survey response,2024-05-28,846,ok
TAXBEV_EXCISE_TYPE,Type of excise tax applied on beverage,2025-12-16,279,ok
NCD_CCS_BP_TARGET,Existence of a national target on blood pressure / hypertension,2022-04-25,1610,ok
SCSUD_REHAB,"Substance use disorders service coverage, rehabilitation programmes",2024-09-03,748,ok
GASPTICRO,Number of isolates tested for ceftriaxone,2024-02-09,955,ok
TAXBEV_SUGARBASEDTIERED,"If tiered on the beverage, the tiers are sugar-content-based",2025-12-16,279,ok
ASSISTIVETECH_Q09,Existence of regulations/standards/guidelines/protocols on assistive technology,2021-12-10,1746,ok
TRAD_MED_HWF_DIST,"Traditional, Complementary, and Integrative Medicine Healthworkforce Distribution",2026-09-07,14,ok
M6_youth_periodic,Survey previous to the most recent school-based survey among adolescents was within the 5 years prior,2023-11-14,1042,ok
Adult_daily_tob_use,"Archived, see TOBACCO_INDICATOR",,,empty
NCD_DIABETES_PREVALENCE_CRUDE,"Prevalence of diabetes, crude",2025-10-30,326,ok
NCD_DIABETES_PREVALENCE_AGESTD,"Prevalence of diabetes, age-standardized",2025-10-30,326,ok
ORALHEALTH_SEVEREPERIODONTALDISEASE,Prevalence of severe periodontal disease in people 15+ year (%),2023-04-17,1253,ok
ASSISTIVETECH_Q03,Availability of public funding for assistive technology,2021-12-10,1746,ok
WHO_LOCATIONFACILITIES_GROUPED_PER100,Locations and facilities by groups (%),,,empty
NUT_BF_EBF,Exclusive breastfeeding under six months,2026-06-09,104,ok
Adult_svy_yr,"Archived, see TOBACCO_INDICATOR",,,empty
SCSUD_MEDNTG,"Substance use disorders service coverage, medicine included into official manual/ national treatment guidelines",2024-09-03,748,ok
PRISON_D4_STI_DIAG_TOT,In-prison STIs diagnosis (number of diagnoses),2023-01-23,1337,ok
HEPATITIS_HBV_TESTPOSITIVE_ANC_PERCENT,"Pregnant women attending antenatal care, tested positive for HBsAg (percent)",2026-08-03,49,ok
PRISON_F1_EXERCISE_TOT,In-prison people who regularly exercise for a minimum of 150 minutes/week (number of prisoners),2023-01-23,1337,ok
M_Est_smk_curr_std,Estimate of current tobacco smoking prevalence (%) (age-standardized),2026-01-15,249,ok
WCO_CSSPRIORITIES,Country Cooperation Strategy Priorities,,,empty
PRISON_A4_NEWPRISONERS_PER100KPOP,Number of people newly-admitted to prison (per 100 000 inhabitants),2023-01-23,1337,ok
Adult_daily_tob_smoking,"Archived, see TOBACCO_INDICATOR",,,empty
Adult_daily_e-cig,"Archived, see TOBACCO_INDICATOR",,,empty
M_Est_tob_daily_std,Estimate of daily tobacco use prevalence (%) (age-standardized),,,empty
PHYSICALACTIVITY_REGION,Physical activity regional summary,2026-08-07,45,ok
NLIS_NU_CA_053,"NLIS: Introduction to solid, semisolid or soft foods in infants 6-8 months (%)",,,empty
NCD_BMI_PLUS2A,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (age-standardized estimate) (%)",,,empty
M_Est_tob_curr_std,Estimate of current tobacco use prevalence (%) (age-standardized),2026-01-15,249,ok
PRISON_D3_DEATHS_DRUG_MRATE,In-prison drug overdose mortality rate (per 100 000 incarcerated persons per year),2023-01-23,1337,ok
AIR_74,"Archived, see AP_BOD_HIST mart",,,empty
SCSUD_GOVPROGRESS,"Substance use disorders service coverage, governance progress",2024-09-03,748,ok
ORALHEALTH_AVAILABILITY_SCREENING,Oral health screening for early detection of oral diseases,2023-04-17,1253,ok
NCD_CCS_breastcancerscreening,Existence of national screening program for breast cancer,2022-04-25,1610,ok
FOODBORNE_YLD_100K_GE5,"Foodborne years lived with disability per 100 000, aged 5 years and above",,,empty
FOODBORNE_YLL_CASE_TOTAL,"Foodborne years of life lost per case, all ages",,,empty
TB_sb,Standards and benchmarks for TB and vital registration system surveillance,2024-05-06,868,ok
RADON_Q401_1,Existence of national radon action plan - Years covered,2021-06-04,1935,ok
PRISON_B15_REPDRUGEVENTS,In-prison standardized process for adverse drug events,2023-01-23,1337,ok
CCH_SURVEY_VULNERABILITY_ADAPTATION_ASSESSMENT,Climate change and health vulnerability and adaptation assessment conducted,2023-02-22,1307,ok
ORALHEALTH_DENOMINATOR_CHEPPP,Per capita current health expenditure in PPP (oral health),2023-04-20,1250,ok
FINPROTECTION_CATA_CTPFHU_40_HH,"Households with out-of-pocket payments greater than 40% of capacity to pay for health care (food, housing and utilities approach - developed by WHO/Europe) (%, national)",2023-05-31,1209,ok
NUTRITION_ANAEMIA_PREGNANT_PREV,Prevalence of anaemia in pregnant women (aged 15-49) (%),2022-04-04,1631,ok
TRAD_MED_CHE_SCHEME,"Traditional, Complementary, and Integrative Medicine Current Health Expenditure by financing schemes",2026-09-07,14,ok
IHRSPAR2_C05,Surveillance,2024-05-14,860,ok
GHED_PHC_GGHE-D_PHC_SHA2011,Domestic general government expenditure on PHC as % of primary health care expenditure (PHCE) (%),2026-01-12,252,ok
HEMOGLOBINLEVEL_NONPREGNANT_MEAN,Mean hemoglobin level of non-pregnant women (aged 15-49 years),2022-04-04,1631,ok
NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD,Prevalence of cervical cancer screening  among women aged 30-49 years (%),2022-09-19,1463,ok
NCD_CCS_PA_GUIDELINES_ADULTS,Existence of national guidelines for physical activity for adults,2022-05-31,1574,ok
NCD_CCS_DIAB_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of diabetes,2022-04-25,1610,ok
MALARIA_IRS_COVERAGE,Number of people protected from malaria by indoor residual spraying (IRS),2025-12-19,276,ok
HEP_GAM_VOLTRON,Hepatitis GAM-sourced indicator,,,empty
PRISON_D4_DIABETES_DIAG_TOT,In-prison diabetes mellitus diagnosis (number of diagnoses),2023-01-23,1337,ok
FOODBORNE_DTH_100K_TOTAL,"Foodborne deaths per 100 000, all ages",,,empty
SA_0000001844,"Alcohol-attributable all-cause deaths (all ages), (number)",2025-05-22,487,ok
TB_rdst_num,The number of people with susceptibility test result for rifampicin among bacteriologically confirmed pulmonary TB patients.,2024-05-06,868,ok
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition",2024-05-14,860,ok
STI_SYPHILIS_PREVALENCE_PER100,Prevalence of active syphilis in 15-49 year olds (%),2024-06-12,831,ok
vpolio,"Archived, see health inequality website",,,empty
TOBACCO_MPOWER_NTCP,Tobacco MPOWER: National tobacco control programmes (NTCP),2025-07-04,444,ok
FOODBORNE_YLL_CASE,Foodborne years of life lost per case,2026-06-03,110,ok
VACCINECOVERAGE_MENA_C,Meningococcal A conjugate (MENGA) vaccine immunization coverage (%) (WUENIC),2026-07-14,69,ok
NCD_CCS_foot_vibr,General availability of foot vibration perception by tuning fork at the primary health care level,2022-04-25,1610,ok
FOODBORNE_DTH_CASE,Foodborne deaths per case,2026-06-03,110,ok
UHCTRANSFATS,Best-practice policy implemented for industrially produced trans-fatty acids (TFA) (Y/N),2026-01-28,236,ok
NCD_CCS_HbA1c,General availability of diabetes testing (by HbA1c) at the primary health care level,2022-04-25,1610,ok
NLIS_NU_CA_116,NLIS: Minimum dietary diversity (MDD) in children 6-23 months (%),,,empty
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",2025-07-29,419,ok
vdpt,"Archived, see health inequality website",,,empty
E_compl_e11,Compliance with ban on use of brand name of non-tobacco product for tobacco product (score),2023-10-31,1056,ok
HEPATITIS_HBV_INFECTIONS_NEW_NUM,New chronic hepatitis B (HBV) infections (number),2026-08-03,49,ok
NCD_CCS_CholMsmt,General availability of total cholesterol measurement at the primary health care level,2022-04-25,1610,ok
NCD_CCS_cervicalcancermethod,Most widely used screening method in national cervical cancer screening program,2022-05-06,1599,ok
NCD_CCS_DietPlan,Existence of operational policy/strategy/action plan to reduce unhealthy diet related to NCDs,2022-04-25,1610,ok
NCD_CCS_cervicalcancerscreening,Existence of national screening program for cervical cancer,2022-04-25,1610,ok
NCD_CCS_Insulin,General availability of insulin in the public health sector,2022-04-25,1610,ok
NCD_CCS_Statins,General availability of statins in the public health sector,2022-04-25,1610,ok
NCD_CCS_NCDGuide,Existence of evidence-based national guidelines/protocols/standards for the management of major NCDs through a primary care approach,2022-04-25,1610,ok
NCD_CCS_NCDIndicators,Existence of a set of national NCD indicators and has set time-bound national targets for these indicators,2016-11-21,3591,ok
NCD_CCS_OralMorph,General availability of oral morphine in the public health sector,2022-04-25,1610,ok
NCD_CCS_palliative_home,General availability of palliative care in community or home-based care in the public health system,2022-04-25,1610,ok
NCD_CCS_UrineAlbumin,General availability of urine testing for albumin,2022-04-25,1610,ok
NCD_CCS_PeakFlow,General availability of peak flow measurement at the primary health care level,2022-04-25,1610,ok
NCD_CCS_rheumfollowup,Has systems for follow-up/recall to deliver long-term penicillin prophylaxis to patients with rheumatic fever and rheumatic heart disease,2020-02-12,2413,ok
NCD_CCS_SurvMonRep9NCD,Existence of an NCD surveillance and monitoring system in place to enable reporting against the nine global NCD targets,2015-06-01,4130,ok
NCDMORT3070,"Probability (%) of dying between age 30 and exact age 70 from any of cardiovascular disease, cancer, diabetes, or chronic respiratory disease",2025-01-13,616,ok
NCD_DTH_TOT,Total NCD Deaths,2025-03-19,551,ok
nmr,Neonatal mortality rate (deaths per 1000 live births),,,empty
NTCP_agcy,National agency for tobacco control exists,2023-10-30,1057,ok
NTCP_budget_year,Budget year,2023-10-30,1057,ok
NTD_4,Number of new reported cases of human African trypanosomiasis (T.b. gambiense),2026-06-22,91,ok
NUT_BF_EIBF,"Early Initiation of Breastfeeding, Children born in the last 24 months",2026-06-09,104,ok
NTD_5,Number of new reported cases of human African trypanosomiasis (T.b. rhodesiense),2026-06-23,90,ok
NTD_7,"Population in areas that warrant treatment with antibiotics, facial cleanliness and environmental improvement for elimination of trachoma as a public health problem",2026-07-15,68,ok
NTD_LEISHVEND,Status of endemicity of visceral leishmaniasis,2025-11-05,320,ok
NTD_LEPR11,Number of female leprosy new cases,2026-09-14,7,ok
GASP_ISOLATESDSR_PROPORTION,Antimicrobial resistance or decreased susceptibiity (DS/R) to antimicrobials in Neisseria gonorrhoea isolates (WHO-GASP) (proportion),2026-01-05,259,ok
NCD_CCS_MORT_TARGET,Existence of a national target on NCD mortality,2022-04-25,1610,ok
PRISON_D4_HIV_DIAG_TOT,In-prison HIV diagnosis (number of diagnoses),2023-01-23,1337,ok
NCD_CCS_TOB_SVY,"Has conducted a recent, national adult risk factor survey covering tobacco use",2022-04-25,1610,ok
ORALHEALTH_ORALDISEASES,Oral diseases prevalence (%),,,empty
NUT_CF_ZVF,"Zero vegetable or fruit consumption, 6-23 months",2026-06-09,104,ok
E_compl_e14,Compliance with ban on appearance of tobacco products in TV and/or films (score),2023-10-31,1056,ok
bfearly,to be retired,2022-05-26,1579,ok
TB_cc_prct_Q5,Percentage of TB-affected households facing costs >20% of household income or expenditure due to TB among Q5 (highest) income or expenditure quantile.,2024-05-06,868,ok
FINPROTECTION_IMP_P310_LEVEL_MILLION,"Total population pushed further below the $3.20 a day poverty line by household health expenditures (millions, regional, global)",2023-05-18,1222,ok
NCD_CCS_ARB,General availability of Angiotensin II receptor blockers (ARBs) in the public health sector,2022-04-25,1610,ok
OBGYN_ADMISSIONS_ABORTION,Obstetric and gynaecological admissions owing to abortion,,,empty
TOBACCO_MPOWER_E3_INDIRECTADBANSPLUS,"Tobacco Enforce bans: E3 indirect advertising, additional bans",2025-07-18,430,ok
FINPROTECTION_IMP_BNLFHU_FURIMP_HH,"Households  impoverished by out-of-pocket payments (relative poverty line reflecting basic needs: food, housing, utilities - developed by WHO/Europe) (%, national)",2023-05-31,1209,ok
Yth_curr_cig_smoking,Prevalence of current cigarette smoking among adolescents (%),2023-12-07,1019,ok
MALARIA_EST_DEATHS,Estimated number of malaria deaths,2025-12-19,276,ok
HEPATITIS_HCV_TREATMENT_PERDIAGNOSED_PER100,Chronic hepatitis C (HCV) treatment rate as percentage of diagnosed (%),2026-08-03,49,ok
HEPATITIS_HCV_INFECTIONS_NEW_NUM,New chronic hepatitis C (HCV) infections (number),2026-08-03,49,ok
SCSUD_MEDNUM,"Substance use disorders service coverage, medicine quantitative data on the number of prescriptions/sales is available",2024-09-03,748,ok
HIV_VIRALLOADSUPPRESSED,Percentage of people living with HIV who have suppressed viral loads,2026-07-31,52,ok
