indicator_code,indicator_name,last_published,days_since,status
ORGANLIVERRATE,Liver transplants (per million),,,empty
ORGANPOP,Population (millions),,,empty
ORGANTOTALDECNUM,Total actual deceased donors (absolute number),,,empty
P13_fines_smoker,National smoking ban: FINES ON THE PATRON,2023-11-01,1055,ok
GOE_Q058,Infrastructure,2018-03-28,3099,ok
P16_subnat_complete_bans_exist,Comprehensive bans in place subnationally,2015-09-02,4037,ok
GOE_Q059,Funding,2018-03-28,3099,ok
GOE_Q063,Legal,2018-03-28,3099,ok
P15_complaints,National smoking ban: CITIZEN COMPLAINTS AND INVESTIGATIONS,2023-11-01,1055,ok
GOE_Q061,Cost-effectiveness,2018-03-28,3099,ok
GOE_Q069,Country has telehealth policy or strategy,2018-03-28,3099,ok
P10_subnat_auth_exists,Subnational smoking bans - authority exists,2023-10-31,1056,ok
GOE_Q070,Strategy includes objectives as to how telehealth contributes to UHC,2018-03-28,3099,ok
GOE_Q081,Evaluation of any government-sponsored telehealth programmes,2018-03-28,3099,ok
GOE_Q104_2,Improving access to content and experts,2018-03-28,3099,ok
GOE_Q104_3,Enabling access to education where learning facilities are limited,2018-03-28,3099,ok
GOE_Q118,eLearning used for in-service training of health professionals,2018-03-28,3099,ok
SA_0000001414,"Alcohol, former drinkers (%), age-standardized",2024-06-20,823,ok
GOE_Q120,eLearning courses accredited by continuing medical education or professional licensing bodies,2018-03-28,3099,ok
GOE_Q132,Lack of infrastructure,2018-03-28,3099,ok
SA_0000001401,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), three-year average",2022-08-03,1510,ok
SA_0000001405_ARCHIVED,"Alcohol, tourist consumption (in litres of pure alcohol)",2018-09-27,2916,ok
SA_0000001402_ARCHIVED,"Alcohol, estimate of five-year change in recorded per capita (15+) consumption 2006-2010",2018-09-27,2916,ok
SA_0000001406,"Alcohol, unrecorded per capita (15+) consumption (in litres of pure alcohol)",2017-08-14,3325,ok
SA_0000001403,"Alcohol, total (recorded 3 year average + unrecorded) per capita (15+) consumption (in litres of pure alcohol)",2022-08-03,1510,ok
SA_0000001413_ARCHIVED,"Alcohol, consumers past 12 months (%)",2018-09-27,2916,ok
SA_0000001403_ARCHIVED,"Alcohol, total (recorded 3 year average + unrecorded) per capita (15+) consumption (in litres of pure alcohol)",2023-08-11,1137,ok
ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),,,empty
SA_0000001405,"Alcohol, tourist consumption (in litres of pure alcohol)",2015-12-14,3934,ok
GOE_Q136,Lack of evidence over cost-effectiveness,2018-03-28,3099,ok
GOE_Q168,"To define medical jurisdiction, liability or reimbursement of eHealth services such as telehealth",2018-03-28,3099,ok
GOE_Q161,Lack of national or international standards for interoperability of EHR,2018-03-28,3099,ok
GOE_Q158,Lack of demand by health professionals and patients,2018-03-28,3099,ok
GOE_Q134,Not possible to gain a health sciences degree entirely through eLearning,2018-03-28,3099,ok
P_count_places_sf,National smoking ban: NUMBER OF PLACES SMOKE-FREE,2023-10-31,1056,ok
GOE_Q169,"To address patient safety and quality of care based on data quality, data transmission standards, or clinical competency criteria",2018-03-28,3099,ok
GOE_Q172,Which governs the sharing of digital data between health professionals in other health services in the same country through the use of an EHR,2018-03-28,3099,ok
SA_0000001409_ARCHIVED,"Alcohol, abstainers lifetime (%)",2018-09-27,2916,ok
SA_0000001424,"Age-standardized DALYs, fires, per 100,000",2013-06-11,4850,ok
SA_0000001411_ARCHIVED,"Alcohol, abstainers past 12 months (%)",2018-09-27,2916,ok
SA_0000001414_ARCHIVED,"Alcohol, former drinkers (%)",2018-09-27,2916,ok
SA_0000001413,"Alcohol, consumers past 12 months (%), age-standardized",2024-06-20,823,ok
SA_0000001417_ARCHIVED,"Alcohol, patterns of drinking score",2018-09-27,2916,ok
SA_0000001417,"Alcohol, patterns of drinking score",2014-05-02,4525,ok
SA_0000001418,"Age-standardized DALYs, alcohol use disorders, per 100,000",2013-06-11,4850,ok
GHED_OOPSCHE_SHA2011,Out-of-pocket expenditure as percentage of current health expenditure (CHE) (%),2026-04-10,164,ok
GOE_Q001,National universal health coverage strategy,2018-03-28,3099,ok
SA_0000001425,"Age-standardized DALYs, ischaemic heart disease, per 100,000",2013-06-11,4850,ok
GOE_Q003,National eHealth strategy,2018-03-28,3099,ok
GOE_Q006,National  health information system (HIS) policy or strategy,2018-03-28,3099,ok
O_Avail_off_hlth_prof,Treatment for tobacco dependence available in offices of health professionals,2023-10-17,1070,ok
O_Avail_hosp,Treatment for tobacco dependence available in hospitals,2023-10-17,1070,ok
O_NRT_sold,Nicotine replacement therapy - legally sold,2023-10-31,1056,ok
RSUD_79,Harm reduction programmes for IDUs,2013-06-11,4850,ok
O_Bup_where,Bupropion - place available,2023-10-31,1056,ok
O_Ins_hosp,Treatment for tobacco dependence in hospitals cost covered,2023-10-17,1070,ok
RSUD_82,Standards of care for health professionals,2013-06-11,4850,ok
O_Ins_other,Treatment for tobacco dependence in other settings cost covered,2023-10-17,1070,ok
O_NRT_EML,Nicotine replacement therapy on the Essential Medicines List,2023-10-31,1056,ok
O_Varen_ins,Varenicline - cost covered,2023-10-31,1056,ok
O_Quitline,Access to a toll-free quit line,2023-10-17,1070,ok
RSUD_740,Health professionals providing treatment for alcohol and drug use disorders,2017-08-28,3311,ok
O_Varen_sold,Varenicline - legally sold,2023-10-31,1056,ok
RSUD_88,Groups and agencies for the prevention of substance use disorders,2013-06-11,4850,ok
GOE_Q153,Lack of capacity,2018-03-28,3099,ok
RSUD_80,Health professionals mostly involved in treatment of substance use disorders,2013-06-11,4850,ok
GOE_Q157,Lack of evidence showing cost-effectiveness or EHR,2018-03-28,3099,ok
GOE_Q155,Lack of funding,2018-03-28,3099,ok
GOE_Q156,lack of evidence showing effectiveness of EHR,2018-03-28,3099,ok
RSUD_830,Service delivery data collection for substance use,2017-08-28,3311,ok
RSUD_860,System of monitoring drugs involvement in forensic pathology,2017-08-28,3311,ok
GOE_Q171,To protect the privacy of individuals' health-related  data held in electronic format as an EHR,2018-03-28,3099,ok
GOE_Q178,Individuals have the legal right to specify which health-related data from their EHR can be shared with health professionals of their choice,2018-03-28,3099,ok
SA_0000001416_ARCHIVED,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%)",2018-09-27,2916,ok
SA_0000001415_ARCHIVED,"Alcohol, heavy episodic drinking (population) past 30 days (%)",2018-09-27,2916,ok
SA_0000001419,"Age-standardized DALYs, breast cancer, per 100,000",2013-06-11,4850,ok
SA_0000001420,"Age-standardized DALYs, colon and rectum cancers, per 100,000",2013-06-11,4850,ok
SA_0000001422,"Age-standardized DALYs, drownings, per 100,000",2013-06-11,4850,ok
SA_0000001423,"Age-standardized DALYs, falls, per 100,000",2013-06-11,4850,ok
GOE_Q144,Country has national EHR,2019-11-06,2511,ok
SA_0000001430,"Age-standardized DALYs, oesophagus cancer, per 100,000",2013-06-11,4850,ok
GOE_Q154,Lack of infrastructure,2018-03-28,3099,ok
GOE_Q160,National strategy does not promote the adoption of EHR,2018-03-28,3099,ok
GOE_Q173,Which governs the sharing of digital data between health professionals  in health services in other countries through the use of an EHR,2018-03-28,3099,ok
SA_0000001421,"Age-standardized DALYs, diabetes mellitus, per 100,000",2013-06-11,4850,ok
GOE_Q146,Country has specific legislation governing the use of national EHR system,2018-03-28,3099,ok
SA_0000001427,"Age-standardized DALYs, liver cirrhosis, per 100,000",2013-06-11,4850,ok
SA_0000001431,"Age-standardized DALYs, poisoning, per 100,000",2013-06-11,4850,ok
SA_0000001435,"Age-standardized DALYs, other unintentional injuries, per 100,000",2013-06-11,4850,ok
P8_compliance,Compliance of ban on smoking in PUBLIC TRANSPORT,2015-08-20,4050,ok
SA_0000001440,"Age-standardized death rates, diabetes mellitus, per 100,000",2013-06-11,4850,ok
P2_compliance,Compliance of ban on smoking in EDUCATIONAL FACILITIES EXCEPT UNIVERSITIES,2015-08-20,4050,ok
SA_0000001436,"Age-standardized DALYs, violence, per 100,000",2013-06-11,4850,ok
SA_0000001432,"Age-standardized DALYs, prematurity and low birth rate, per 100,000",2013-06-11,4850,ok
GOE_Q175,Which allows individuals electronic access to their own health-related data when held in an EHR,2018-03-28,3099,ok
GOE_Q177,Which allows individuals to demand the deletion of health-related data from their EHR,2018-03-28,3099,ok
ORGANTOTALDECRATE,Total actual deceased donors (per million),,,empty
ort,Children aged < 5 years with diarrhoea receiving oral rehydration therapy and continued feeding (%),,,empty
P2_education,National smoking ban in EDUCATIONAL FACILITIES EXCEPT UNIVERSITIES,2023-10-17,1070,ok
P4_compliance,Compliance of ban on smoking in GOVERNMENT FACILITIES,2015-08-20,4050,ok
PercposANC,"Antenatal care attendees who were positive for syphilis (%), reported",2026-01-06,258,ok
PercposMSM,Men who have sex with men (MSM) with active syphilis (%),,,empty
PercposSW,Sex workers with active syphilis (%),,,empty
overwgt3,Overweight prevalence in children aged <three years (%),,,empty
PerctestedANC,"Women accessing antenatal care (ANC) services who were tested for syphilis (%), reported",2025-07-10,438,ok
P1_healthcare,National smoking ban in HEALTH-CARE FACILITIES,2023-10-17,1070,ok
SA_0000001443,"Age-standardized death rates, fires, per 100,000",2013-06-11,4850,ok
P9_all_other,National smoking ban in ALL OTHER INDOOR PUBLIC PLACES,2022-09-29,1453,ok
P11_fines_any,National smoking ban: FINES FOR VIOLATIONS,2023-11-01,1055,ok
P5_compliance,Compliance of ban on smoking in INDOOR OFFICES,2015-08-20,4050,ok
P4_govt,National smoking ban in GOVERNMENT FACILITIES,2023-10-17,1070,ok
pncall,Postnatal care visit within two days of birth (in the x years preceding the survey) (%),,,empty
pnchome5,Postnatal care visit within two days of birth - born outside a health facility (in the five years preceding the survey) (%),,,empty
SA_0000001441,"Age-standardized death rates, drownings, per 100,000",2013-06-11,4850,ok
SA_0000001426,"Age-standardized DALYs, liver cancer, per 100,000",2013-06-11,4850,ok
PC_sfe_compliance,Compliance with regulations on smoke-free environments (national legislation),2015-08-20,4050,ok
P5_indoor_off,National smoking ban in INDOOR OFFICES,2023-10-17,1070,ok
P7_pubs,National smoking ban in PUBS AND BARS,2023-10-17,1070,ok
SA_0000001456,"Age-standardized death rates (15+ years), alcoholic liver disease, per 100,000",2013-06-11,4850,ok
SA_0000001454,"Age-standardized death rates, other unintentional injuries, per 100,000",2013-06-11,4850,ok
SA_0000001433,"Age-standardized DALYs, road traffic accidents, per 100,000",2013-06-11,4850,ok
SA_0000001437,"Age-standardized death rates, alcohol use disorders, per 100,000",2013-06-11,4850,ok
SA_0000001438,"Age-standardized death rates, breast cancer, per 100,000",2013-06-11,4850,ok
SA_0000001442,"Age-standardized death rates, falls, per 100,000",2013-06-11,4850,ok
SA_0000001446,"Age-standardized death rates, liver cirrhosis, per 100,000",2013-06-11,4850,ok
SA_0000001439,"Age-standardized death rates, colon and rectum cancers, per 100,000",2013-06-11,4850,ok
SA_0000001453,"Age-standardized death rates, self-inflicted injury, per 100,000",2013-06-11,4850,ok
SA_0000001448,"Age-standardized death rates, mouth and oropharynx cancer, per 100,000",2013-06-11,4850,ok
pncall3,Postnatal care visit within two days of birth (in the three years preceding the survey) (%),,,empty
SA_0000001444,"Age-standardized death rates, ischaemic heart disease, per 100,000",2013-06-11,4850,ok
PerctreatedANC,"Antenatal care attendees positive for syphilis who received treatment (%), reported",2025-07-10,438,ok
SA_0000001452,"Age-standardized death rates, road traffic accidents, per 100,000",2013-06-11,4850,ok
pncall5,Postnatal care visit within two days of birth (in the five years preceding the survey) (%),,,empty
pnchome,Postnatal care visit within two days of birth - born outside a health facility (in the x years preceding the survey) (%),,,empty
SA_0000001434,"Age-standardized DALYs, self-inflicted injury, per 100,000",2013-06-11,4850,ok
poliov,Polio immunization coverage among one-year-olds (%),,,empty
R_admin_duty_free_limited,Tax administration: Bans or limits on duty free imports by travellers,,,empty
R_afford_price_dispersion,Tobacco tax structure: Price dispersion: Share of cheapest brand price in premium brand price (%) (the higher the % the smaller the gap),2024-01-12,983,ok
SA_0000001445,"Age-standardized death rates, liver cancer, per 100,000",2013-06-11,4850,ok
SA_0000001450,"Age-standardized death rates, poisoning, per 100,000",2013-06-11,4850,ok
SA_0000001451,"Age-standardized death rates, prematurity and low birth rate, per 100,000",2013-06-11,4850,ok
GOE_Q009,Donor/ non-public development funding for eHealth,2018-03-28,3099,ok
ODA_3,"Donor disbursements (Million, constant 2009 US$)",2013-06-11,4850,ok
ODA_4,"Disbursements to recipient countries (Million, constant 2009 US$)",2013-06-11,4850,ok
ORGANTOTALRATE,Total organs transplanted (per million),,,empty
ORGANLIVERNUM,Liver transplants (absolute number),,,empty
overwgt5,Overweight prevalence in children aged <five years (%),,,empty
P_Group,Protecting people from tobacco smoke,2023-10-17,1070,ok
GOE_Q008,Private funding for eHealth,2018-03-28,3099,ok
GOE_Q104_1,Reducing cost of delivering content,2018-03-28,3099,ok
GOE_Q017,Government-supported health internet sites provide information in multiple languages,2018-03-28,3099,ok
GOE_Q031,"Regulatory oversight of mobile apps for quality, safety and reliability",2018-03-28,3099,ok
GOE_Q028,mHealth programmes are sponsored by government,2018-03-28,3099,ok
GOE_Q047,Government-sponsored mHealth programmes are being evaluated,2018-03-28,3099,ok
GOE_Q065,Priorities,2018-03-28,3099,ok
GOE_Q103,eLearning is used in pre-service education to teach health sciences students,2018-03-28,3099,ok
GOE_Q119_2,Improving access to content and experts,2018-03-28,3099,ok
RSUD_880,Epidemiological data collection system for substance use among children and adolescents,2017-08-28,3311,ok
SA_0000001404_ARCHIVED,"Alcohol, drinkers only per capita (15+)consumption in litres of pure alcohol",2018-09-27,2916,ok
SA_0000001409,"Alcohol, abstainers lifetime (%), age-standardized",2024-06-20,823,ok
SA_0000001410,"Abstainers (15-19 years), lifetime (%)",2013-06-11,4850,ok
GOE_Q197,Country has national policy or strategy regulating the use of big data by private companies,2018-03-28,3099,ok
SA_0000001411,"Alcohol, abstainers past 12 months (%), age-standardized",2024-06-20,823,ok
P1_compliance,Compliance of ban on smoking in HEALTH-CARE FACILITIES,2015-08-20,4050,ok
P3_compliance,Compliance of ban on smoking in UNIVERSITIES,2015-08-20,4050,ok
P12_fines_establishment,National smoking ban: FINES ON THE ESTABLISHMENT,2023-11-01,1055,ok
GOE_Q182,Policy or strategy makes specific reference tothe use of social media in the health domain,2018-03-28,3099,ok
GOE_Q196,Country has  national policy or strategy regulating the use of big data in the health sector,2018-03-28,3099,ok
P6_compliance,Compliance of ban on smoking in RESTAURANTS,2015-08-20,4050,ok
SA_0000001692,Framework of national alcohol policy,2018-09-03,2940,ok
GOE_Q200,Capacity building required for new skills,2018-03-28,3099,ok
P14_funds_for_enforce,National smoking ban: DEDICATED FUNDS FOR ENFORCEMENT,2023-11-01,1055,ok
P3_universities,National smoking ban in UNIVERSITIES,2023-10-17,1070,ok
SA_0000001699_ARCHIVED,Age limits off-premise sales,2018-09-27,2916,ok
GOE_Q199,Insufficient incentives for data sharing,2018-03-28,3099,ok
P6_restaurants,National smoking ban in RESTAURANTS,2023-10-17,1070,ok
SA_0000001691_ARCHIVED,Central coordinating entity for alcohol policy implementation,2018-09-27,2916,ok
SA_0000001693_ARCHIVED,Level of adoption of national alcohol policy,2018-09-27,2916,ok
GOE_Q202,Research into new analytical methods needs occur to meet the challenges of working with big data,2018-03-28,3099,ok
SA_0000001702,Brief interventions as health promotion/disease prevention,2013-06-11,4850,ok
SA_0000001694_ARCHIVED,Sectors represented in national alcohol policy,2018-09-27,2916,ok
SA_0000001697_ARCHIVED,"Adopted written national policy on alcohol, year adopted",,,empty
SA_0000001696_ARCHIVED,Alcohol-related road traffic crashes with fatalities (% of all road traffic crashes with fatalities),2018-09-27,2916,ok
R_afford_tax_auto_adjust,Tobacco tax structure: Specific tax component automatically adjusted for inflation (or other),2024-01-12,983,ok
GOE_Q181,Country has national policy or strategy on the use of social media by government organizations,2018-03-28,3099,ok
GOE_Q201,Privacy and security laws need to be in place,2018-03-28,3099,ok
SA_0000001698_ARCHIVED,"Adopted written national policy on alcohol, year revised",,,empty
SA_0000001696,Alcohol-related road traffic crashes with fatalities (% of all road traffic crashes with fatalities),2015-07-09,4092,ok
SA_0000001693,Level of adoption of national alcohol policy,2018-09-03,2940,ok
SA_0000001697,"Adopted written national policy on alcohol, year adopted",2024-06-19,824,ok
R_Sp_excise_estimate,Most sold brand of cigarettes - taxes as a % of price - specific excise,2021-12-15,1741,ok
SA_0000001455,"Age-standardized death rates, violence, per 100,000",2013-06-11,4850,ok
SA_0000001457,"Liver cirrhosis, age-standardized death rates (15+), per 100,000 population",2024-08-13,769,ok
R_Ad_val_average,Average - taxes as a % of cigarette price - ad valorem excise,2015-09-04,4035,ok
SA_0000001698,"Adopted written national policy on alcohol, year revised",2026-07-07,76,ok
SA_0000001695,"Cautions and arrests for public drunkenness, per 100,000 population",2018-08-30,2944,ok
R_admin_duty_free_allowance,"Tax administration: If duty free imports are limited, duty free allowance (number of cigarette sticks)",,,empty
R_Curr_mp,Most sold brand of cigarettes - currency reported,2022-01-20,1705,ok
SA_0000001463_ARCHIVED,"Alcoholic psychosis, incidence, per 100,000",2018-09-27,2916,ok
SA_0000001464,"Cautions and arrests for drink-driving, per 100,000 population",2018-08-30,2944,ok
SA_0000001465,"Hospital discharges, alcohol-related injuries and poisoning, per 100,000",2013-06-11,4850,ok
SA_0000001692_ARCHIVED,Framework of national alcohol policy,2018-09-27,2916,ok
R_Curr_premium_cost,Premium brand of cigarettes - currency reported,2022-01-12,1713,ok
R_excise_specific_reliance,Tax structure: Greater reliance on specific tax in mixed excise regime,2024-01-12,983,ok
R_excise_type,Tax structure: Type of excise tax applied,2024-01-12,983,ok
R_Price_premium_estimate,Premium brand of cigarettes - price in currency reported,2022-01-12,1713,ok
pnchome3,Postnatal care visit within two days of birth - born outside a health facility (in the three years preceding the survey) (%),,,empty
R_excise_uniform_varied,Tax structure: Uniform excise tax,2024-01-12,983,ok
R_Ad_val_estimate,Most sold brand of cigarettes - taxes as a % of price - ad valorem excise,2021-12-15,1741,ok
R_admin_tax_stamps,Tax administration: Tax stamps applied on tobacco products,,,empty
R_excise_retail_price_base,Tax structure: Retail price used as base of ad valorem component in ad valorem or mixed excise regime (or retail price exclusive of VAT),2024-01-12,983,ok
SA_0000001457_ARCHIVED,"Liver cirrhosis, age-standardized death rates (15+), per 100,000 population",2018-09-27,2916,ok
SA_0000001700,Consumer information on alcohol and health at points of sale,2013-06-11,4850,ok
SA_0000001701,Educational programmes involving target groups in school curriculum,2013-06-11,4850,ok
SA_0000001462,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",2018-09-05,2938,ok
SA_0000001703,Server training on a regular basis,2013-06-11,4850,ok
R_excise_incr,Tobacco excises increased over the survey period,2015-09-04,4035,ok
SA_0000001707,Persons with alcohol use disorders receiving treatment (%),2013-06-11,4850,ok
SA_0000001459_ARCHIVED,"Road traffic crash deaths, age-standardized death rates (15+), per 100,000 population",2018-09-27,2916,ok
SA_0000001708,Designation of alcohol tax revenues to health services,2013-06-11,4850,ok
SA_0000001459,"Road traffic crash deaths, age-standardized death rates (15+), per 100,000 population",2024-08-13,769,ok
SA_0000001462_ARCHIVED,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",2018-09-27,2916,ok
SA_0000001466,"Hospital discharges, alcoholic liver disease, per 100,000",2013-06-11,4850,ok
SA_0000001715,Counselling to children in families with alcohol problems,2013-06-11,4850,ok
SA_0000001712,Community-based interventions/projects involving stakeholders,2013-06-11,4850,ok
SA_0000001714,Training in screening and brief interventions for alcohol problems,2013-06-11,4850,ok
SA_0000001716,Counselling to pregnant women with alcohol problems,2013-06-11,4850,ok
SA_0000001474,Alcoholic excise tax revenue as a per cent of government revenue,2018-10-26,2887,ok
SA_0000001720_ARCHIVED,Restrictions on product placement in films/movies,2018-09-27,2916,ok
R_Other_average,Average - taxes as a % of cigarette price - other taxes,2015-09-04,4035,ok
SA_0000001468,"Treatment admissions (inpatient), alcohol dependence, per 100,000",2013-06-11,4850,ok
R_Price_premium_usd,Premium brand of cigarettes - price in US$ at official exchange rates,2022-01-12,1713,ok
R_Price_mp_estimate,Most sold brand of cigarettes - price in currency reported,2022-01-20,1705,ok
SA_0000001464_ARCHIVED,"Cautions and arrests for drink-driving, per 100,000 population",2018-09-27,2916,ok
SA_0000001470,"Alcohol-related road traffic crashes, per 100,000 population",2022-08-04,1509,ok
GOE_Q162,Competing health system priorities,2018-03-28,3099,ok
SA_0000001471,Alcohol-related road traffic crashes (% of all traffic crashes),2018-08-30,2944,ok
P7_compliance,Compliance of ban on smoking in PUBS AND BARS,2015-08-20,4050,ok
SA_0000001469,"Treatment admissions (inpatient), alcoholic psychosis, per 100,000",2013-06-11,4850,ok
P8_pub_transp,National smoking ban in PUBLIC TRANSPORT,2023-10-17,1070,ok
GOE_Q176,Which allows individuals to demand that their own data be corrected  when held in an EHR if it is known to be inaccurate,2018-03-28,3099,ok
GOE_Q133,Lack of funding,2018-03-28,3099,ok
GOE_Q135,Lack of evidence that eLearning is effective,2018-03-28,3099,ok
GOE_Q137,Lack of demand for eLearning programmes,2018-03-28,3099,ok
SA_0000001416,"Alcohol, heavy episodic drinking (15+), drinkers only, past 30 days (%), age-standardized",2024-06-20,823,ok
GOE_Q159,Lack of legislation or regulations covering use of EHR,2018-03-28,3099,ok
GOE_Q140,Competing educational priorities,2018-03-28,3099,ok
GOE_Q170,To protect privacy of personally identifiable data of individuals irrespective of whether it is paper or digital format,2018-03-28,3099,ok
SA_0000001704,Data collection on alcohol-related health indicators,2013-06-11,4850,ok
GOE_Q174,Which allows for the sharing of personal and health data between research entities,2018-03-28,3099,ok
SA_0000001695_ARCHIVED,"Cautions and arrests for public drunkenness, per 100,000 population",2018-09-27,2916,ok
SA_0000001412,"Abstainers (15-19 years), past 12 months (%)",2013-06-11,4850,ok
SA_0000001429,"Age-standardized DALYs, mouth and oropharynx cancer, per 100,000",2013-06-11,4850,ok
GOE_Q198,Effective standards and best practices for data capture not fully established,2018-03-28,3099,ok
SA_0000001473,"Alcohol-related disease mortality, per 100,000 (15+ years)",2013-06-11,4850,ok
SA_0000001699,Age limits off-premise sales,2026-07-06,77,ok
SA_0000001705,System for monitoring alcohol-related harm,2013-06-11,4850,ok
R_Sp_excise_average,Average - taxes as a % of cigarette price - specific excise,2015-09-04,4035,ok
SA_0000001690,"Age-standardized death rates, cerebrovascular disease, per 100,000",2013-06-11,4850,ok
SA_0000001691,Central coordinating entity for alcohol policy implementation,2026-07-07,76,ok
SA_0000001694,Sectors represented in national alcohol policy,2026-07-07,76,ok
SA_0000001471_ARCHIVED,Alcohol-related road traffic crashes (% of all traffic crashes),2018-09-27,2916,ok
RADON_Q303,Existence of national radon database,2021-06-04,1935,ok
SA_0000001475,Annual revenues from alcohol excise tax in millions US$,2018-10-25,2888,ok
R_total_tax_average,Average - taxes as a % of cigarette price - total tax,2015-09-04,4035,ok
R_total_tax_estimate,Most sold brand of cigarettes - taxes as a % of price - total tax,2021-12-15,1741,ok
RADON_Q302,National radon concentration levels,2021-06-04,1935,ok
R_VAT_average,Average - taxes as a % of cigarette price - value added tax,2015-09-04,4035,ok
RADON_Q601,Existence of official protocols for radon measurements,2021-06-04,1935,ok
SA_0000001722_ARCHIVED,Government support for community action,2018-09-27,2916,ok
RADON_Q604,Authorization/accreditation required for official radon measurement providers,2021-06-04,1935,ok
SA_0000001731_ARCHIVED,Level of taxation adjusted for inflation,2018-09-27,2916,ok
SA_0000001723_ARCHIVED,Community-based interventions involving stakeholders,2018-09-27,2916,ok
SA_0000001725_ARCHIVED,National alcohol policy specifically involves young people activities,2018-09-27,2916,ok
SA_0000001726_ARCHIVED,Penalties for drink driving,2018-09-27,2916,ok
SA_0000001719,Advertising restrictions on social media,2018-09-03,2940,ok
SA_0000001719_ARCHIVED,Advertising restrictions on social media,2018-09-27,2916,ok
SA_0000001729,Penalties for marketing infringements,2026-07-06,77,ok
SA_0000001731,Level of taxation adjusted for inflation,2026-07-06,77,ok
SA_0000001732,New types of alcoholic beverages emerging,2014-01-14,4633,ok
SA_0000001472,"Alcohol-related injury mortality, per 1,000",2013-06-11,4850,ok
SA_0000001710,Public-funded alcohol research/monitoring programmes,2013-06-11,4850,ok
SA_0000001711,"Public funds designated for alcohol research/monitoring programmes, in Euros",2013-06-11,4850,ok
RADON_Q201,Existence of any national radon activity,2021-06-04,1935,ok
RADON_Q301,Existence of national radon survey(s),2021-06-04,1935,ok
RADON_Q401,Existence of national radon action plan,2021-06-04,1935,ok
RADON_Q403,Radon in building regulations for new buildings,2021-06-04,1935,ok
SA_0000001722,Government support for community action,2018-09-04,2939,ok
RADON_Q501,Existence of national reference level for dwellings and buildings with high public occupancy,2021-06-04,1935,ok
RADON_Q405,Radon in national drinking-water regulations,2021-06-04,1935,ok
RADON_Q502,Existence of national reference level for buildings with high public occupancy,2021-06-04,1935,ok
RADON_Q602,Radon concentration measurements for new buildings,2021-06-04,1935,ok
RADON_Q802,Inclusion of radon measurements in property transactions,2021-06-04,1935,ok
RADON_Q702,Mandatory mitigation measures if legal value is exceeded (existing buildings),2021-06-04,1935,ok
RADON_Q703,Financial support provided for mitigation (existing dwellings),2021-06-04,1935,ok
RADON_Q801,Existence of national radon risk communication strategy,2021-06-04,1935,ok
RADON_Q704,Authorization/accreditation required for prevention/mitigation service providers,2021-06-04,1935,ok
RADON_Q705,Official standards/guidelines for prevention/mitigation,2021-06-04,1935,ok
RADON_Q706,Existence of training/education on prevention/mitigation,2021-06-04,1935,ok
Rev_excise,Annual tax revenues - total excise (specific and ad valorem),2024-01-11,984,ok
Rev_year,Annual tax revenues - year,,,empty
RateCS,"Congenital syphilis rate per 100 000 live births, reported",2025-07-10,438,ok
SA_0000001713,Interventions/projects actively involving young people and civil society,2013-06-11,4850,ok
SA_0000001706,National treatment policy for alcohol use disorders,2013-06-11,4850,ok
SA_0000001717,Prevention/counselling at workplaces for those with alcohol problems,2013-06-11,4850,ok
SA_0000001477_ARCHIVED,Social costs of alcohol use in millions US$,2018-09-27,2916,ok
SA_0000001475_ARCHIVED,Annual revenues from alcohol excise tax in millions US$,2018-09-27,2916,ok
SA_0000001724,National guidelines for implementing effective community-based interventions,2014-01-14,4633,ok
SA_0000001502,Adopted written national policy on alcohol,2026-07-07,76,ok
SA_0000001474_ARCHIVED,Alcoholic excise tax revenue as a per cent of government revenue,2018-09-27,2916,ok
SA_0000001724_ARCHIVED,National guidelines for implementing effective community-based interventions,2018-09-27,2916,ok
SA_0000001725,National alcohol policy specifically involves young people activities,2014-01-14,4633,ok
SA_0000001476,Alcohol expenditure as a per cent of total household expenditure,2018-10-29,2884,ok
SA_0000001476_ARCHIVED,Alcohol expenditure as a per cent of total household expenditure,2018-09-27,2916,ok
SA_0000001509_ARCHIVED,Advertising restrictions on national radio,2018-09-27,2916,ok
SA_0000001507_ARCHIVED,Advertising restrictions on national television,2018-09-27,2916,ok
SA_0000001506,National legislation to prevent illegal alcohol,2026-07-07,76,ok
SA_0000001504,Alcohol use is banned,2018-09-03,2940,ok
SA_0000001477,Social costs of alcohol use in millions US$,2013-06-11,4850,ok
SA_0000001507,Advertising restrictions on national television,2026-07-06,77,ok
SA_0000001512,Advertising restrictions at cinemas,2026-07-06,77,ok
SA_0000001735_ARCHIVED,Alcohol content displayed on containers,2018-09-27,2916,ok
SA_0000001735,Alcohol content displayed on containers,2026-07-06,77,ok
SA_0000001514_ARCHIVED,Advertising restrictions at point-of-sale,2018-09-27,2916,ok
SA_0000001513,Advertising restrictions on billboards,2026-07-06,77,ok
SA_0000001504_ARCHIVED,Alcohol use is banned,2018-09-27,2916,ok
SA_0000001509,Advertising restrictions on national radio,2026-07-06,77,ok
SA_0000001511,Advertising restrictions in print media,2026-07-06,77,ok
